Company_name,Company_website,Rating_nr,Rating_recommend_to_friend,Number_of_reviews,Number_of_salaries,Number_of_interviews
 SMCP ,www.smcp.com,3.0, 51% recommended to a friend, 89, 67, 14
 TTI Texas ,www.ttiinc.com,3.5, 63% recommended to a friend, 88, 96, 23
 University of Sussex ,www.sussex.ac.uk,4.0, 88% recommended to a friend, 89, 80, 14
 European Dynamics ,www.eurodyn.com,2.9, 56% recommended to a friend, 88, 64, 19
 Oi ,www.oi.com.br,3.3, 66% recommended to a friend, 88, 90, 10
 UN Women ,www.unwomen.org,3.4, 56% recommended to a friend, 88, 13, 29
 Singapore University of Technology and Design ,www.sutd.edu.sg,3.8, 79% recommended to a friend, 88, 64, 9
 PeopleSearch ,www.pplesearch.com,2.8, 48% recommended to a friend, 88, 34, 13
 LiveWatch Security ,www.livewatch.com,3.9, 74% recommended to a friend, 88, 58, 27
 Conga ,www.getconga.com,3.8, 69% recommended to a friend, 88, 39, 26
 Euronet ,www.euronetworldwide.com,3.1, 45% recommended to a friend, 87, 99, 30
 Bechtle ,www.bechtle.com,3.3, 63% recommended to a friend, 87, 130, 15
 Europ Assistance ,www.europ-assistance.com,2.7, 22% recommended to a friend, 87, 171, 18
 Lucent Technologies ,www.lucenttech.com,3.1, 37% recommended to a friend, 87, 125, 15
 Frank's International ,www.franksinternational.com,2.9, 45% recommended to a friend, 87, 95, 12
 YO! Sushi ,www.yosushi.com,3.4, 67% recommended to a friend, 87, 97, 19
 Violin Memory ,www.violin-memory.com,2.3, 23% recommended to a friend, 87, 86, 8
 Jamie Oliver Restaurant Group ,www.jamieoliver.com,3.9, 63% recommended to a friend, 87, 69, 15
 ACE USA ,www.aceusa.com,3.4, 72% recommended to a friend, 86, 170, 22
 Falck ,www.falck.com,2.8, 47% recommended to a friend, 86, 69, 20
 CD-adapco ,www.cd-adapco.com,3.6, 66% recommended to a friend, 86, 281, 12
 Systems Maintenance Services ,www.sysmaint.com,3.1, 56% recommended to a friend, 86, 60, 8
 GE Renewable Energy ,www.ge.com,3.5, 69% recommended to a friend, 86, 55, 13
 Rabobank America ,www.rabobankamerica.com,2.7, 39% recommended to a friend, 85, 84, 12
 KBC ,www.kbc.be,3.7, 80% recommended to a friend, 85, 128, 34
 National Bank of Greece ,www.nbg.gr,3.2, 66% recommended to a friend, 85, 55, 7
 LifeScan ,www.lifescan.com,3.3, 60% recommended to a friend, 85, 78, 16
 Life Fitness ,www.lifefitness.com,2.8, 45% recommended to a friend, 85, 66, 26
 Fiducial ,www.fiducial.com,2.8, 31% recommended to a friend, 85, 140, 6
 Techlogix ,www.techlogix.com,3.8, 79% recommended to a friend, 85, 62, 21
 Britvic Soft Drinks ,www.britvic.com,3.3, 57% recommended to a friend, 84, 69, 9
 Mail.ru ,www.mail.ru,4.0, 76% recommended to a friend, 85, 79, 9
 Zeb ,www.zeb.eu,4.5, 99% recommended to a friend, 84, 156, 32
 OMV Petrom ,www.petrom.com,3.4, 54% recommended to a friend, 84, 25, 20
 Teespring ,www.teespring.com,3.3, 54% recommended to a friend, 84, 78, 12
 AMC ,www.amcsa.fr,3.1, 57% recommended to a friend, 84, 45, 16
 Carhartt ,www.carhartt.com,3.6, 76% recommended to a friend, 83, 172, 21
 N.F. Smith & Associates ,www.smithweb.com,4.2, 88% recommended to a friend, 83, 129, 15
 Mears ,www.mearsgroup.co.uk,2.7, 40% recommended to a friend, 83, 48, 8
 Hogg Robinson Group ,www.hrgworldwide.com,2.9, 54% recommended to a friend, 83, 98, 12
 Genscape ,www.genscape.com,3.9, 78% recommended to a friend, 83, 164, 49
 Hong Kong Jockey Club ,www.hkjc.com,3.0, 36% recommended to a friend, 83, 44, 28
 DAQRI ,www.daqri.com,2.9, 46% recommended to a friend, 83, 58, 12
 Rockstar Games ,www.rockstargames.com,3.1, 50% recommended to a friend, 82, 131, 40
 Mercadolibre ,www.mercadolibre.com,4.4, 96% recommended to a friend, 82, 34, 14
 Perfect World Entertainment ,www.perfectworld.com,3.8, 74% recommended to a friend, 82, 98, 18
 ZT Systems ,www.ztsystems.com,2.6, 33% recommended to a friend, 82, 81, 16
 Wavemaker ,www.wavemakerglobal.com,3.3, 48% recommended to a friend, 82, 80, 15
 Lund University ,www.lu.se,4.3, 99% recommended to a friend, 81, 41, 7
 Evidera ,www.evidera.com,3.8, 72% recommended to a friend, 81, 88, 36
 Liberty ,www.liberty.co.uk,3.1, 55% recommended to a friend, 80, 66, 22
 American Medical Systems ,www.americanmedicalsystems.com,2.8, 39% recommended to a friend, 80, 76, 16
 NonStop Recruitment ,www.nonstop-careers.com,3.8, 68% recommended to a friend, 80, 82, 32
 TSYS Merchant Solutions ,www.tsysmerchantsolutions.com,2.8, 39% recommended to a friend, 80, 67, 11
 Sulzer ,www.sulzer.com,3.3, 65% recommended to a friend, 79, 75, 11
 Otto Group ,www.otto.de,4.1, 87% recommended to a friend, 79, 153, 15
 Bentley Motors ,www.bentleymotors.com,3.9, 74% recommended to a friend, 79, 106, 29
 Wikimedia Foundation ,www.wikimediafoundation.org,3.8, 77% recommended to a friend, 79, 149, 43
 Gaming Laboratories International ,www.gaminglabs.com,3.0, 46% recommended to a friend, 79, 111, 24
 VA Tech Wabag ,www.wabag.com,3.0, 52% recommended to a friend, 79, 47, 28
 DHL Information Services Europe ,www.dhl.cz,4.0, 90% recommended to a friend, 79, 20, 14
 JYSK ,www.jysk.ca,3.3, 47% recommended to a friend, 79, 76, 24
 ECS ,www.ecs.co.uk,3.0, 50% recommended to a friend, 79, 56, 23
 Tradehome Shoes ,www.tradehome.com,4.0, 81% recommended to a friend, 79, 59, 22
 G5 ,www.getg5.com,3.3, 58% recommended to a friend, 78, 64, 26
 Mission Foods ,www.missionfoods.com,2.7, 33% recommended to a friend, 78, 86, 14
 Glispa ,www.glispa.com,3.4, 61% recommended to a friend, 78, 32, 21
 Movinga ,www.movinga.com,3.2, 52% recommended to a friend, 78, 56, 24
 Pertamina ,www.pertamina.com,4.0, 98% recommended to a friend, 77, 25, 12
 Alexander Open Systems ,www.aos5.com,2.8, 46% recommended to a friend, 77, 112, 7
 Black Duck Software ,www.blackducksoftware.com,4.0, 75% recommended to a friend, 77, 130, 40
 DP World ,www.dpworld.com,3.6, 69% recommended to a friend, 77, 18, 14
 Zumba Fitness ,www.zumba.com,4.2, 80% recommended to a friend, 77, 51, 4
 Abbott Healthcare ,www.abbott.com,3.7, 68% recommended to a friend, 77, 60, 14
 HavenBrook Homes ,www.havenbrookhomes.com,2.7, 39% recommended to a friend, 77, 39, 11
 Tekelec ,www.tekelec.com,3.6, 66% recommended to a friend, 76, 106, 8
 Saab Group ,www.saabgroup.com,3.2, 76% recommended to a friend, 77, 98, 15
 Sony Pictures Television ,www.sonypictures.com,3.4, 67% recommended to a friend, 76, 68, 16
 Inchcape Shipping Services ,www.iss-shipping.com,3.1, 38% recommended to a friend, 76, 40, 10
 Royal Holloway University of London ,www.royalholloway.ac.uk,3.8, 75% recommended to a friend, 77, 66, 10
 Zenith Technologies ,www.zenithtechnologies.com,3.7, 74% recommended to a friend, 76, 28, 10
 Andela ,www.andela.com,4.0, 80% recommended to a friend, 77, 10, 42
 Arkema ,www.arkema.com,3.5, 81% recommended to a friend, 75, 116, 24
 Crest Premedia ,www.crest.in,3.0, 57% recommended to a friend, 75, 37, 22
 Lingoda ,www.lingoda.com,4.5, 92% recommended to a friend, 75, 31, 15
 Ansell ,www.ansell.com,3.0, 51% recommended to a friend, 75, 76, 11
 China Unicom (Hong Kong) ,www.chinaunicom.com.hk,3.4, 47% recommended to a friend, 74, 22, 11
 Do & Co ,www.doco.com,2.7, 49% recommended to a friend, 74, 55, 23
 SoundCloud ,www.soundcloud.com,3.9, 73% recommended to a friend, 74, 72, 48
 LEO Pharma ,www.leo-pharma.com,3.1, 41% recommended to a friend, 74, 50, 9
 LCC International ,www.lcc.com,3.6, 68% recommended to a friend, 73, 445, 18
 Springer International Publishing ,www.springer.com,3.2, 56% recommended to a friend, 73, 133, 22
 IE Singapore ,www.iesingapore.com,2.9, 42% recommended to a friend, 73, 46, 32
 Spicejet ,www.spicejet.com,4.0, 69% recommended to a friend, 73, 31, 25
 Upstream ,www.upstreamsystems.com,3.6, 72% recommended to a friend, 73, 36, 31
 Egis Group ,www.egis-group.com,3.6, 75% recommended to a friend, 73, 91, 9
 hVIVO ,www.hvivo.com,1.8, 16% recommended to a friend, 73, 43, 8
 OKI ,www.oki.com,2.2, 18% recommended to a friend, 72, 56, 17
 DEKRA ,www.dekra.de,3.3, 39% recommended to a friend, 73, 100, 13
 Picsolve ,www.picsolve.biz,3.2, 50% recommended to a friend, 72, 47, 14
 Central 1 Credit Union ,www.central1.com,2.3, 21% recommended to a friend, 72, 62, 14
 S-Trip! ,www.s-trip.com,4.3, 86% recommended to a friend, 72, 22, 9
 Showroomprive.com ,www.showroomprive.com,2.5, 27% recommended to a friend, 72, 71, 7
 FalconStor ,www.falconstor.com,2.9, 21% recommended to a friend, 71, 150, 7
 Bunzl ,www.bunzl.com,3.0, 48% recommended to a friend, 71, 46, 10
 China Minsheng Banking ,www.cmbc.com.cn,3.9, 84% recommended to a friend, 71, 15, 9
 Prakash Software Solutions Pvt Ltd. ,www.prakashinfotech.com,1.3, 5% recommended to a friend, 71, 15, 4
 Media Temple ,www.mediatemple.net,3.3, 55% recommended to a friend, 71, 114, 16
 Hamad Medical ,www.hmc.org.qa,3.5, 67% recommended to a friend, 71, 11, 15
 Engel & Völkers ,www.engelvoelkers.com,3.9, 71% recommended to a friend, 71, 56, 10
 RMIT University Vietnam ,www.rmit.edu.vn,2.9, 51% recommended to a friend, 71, 2, 13
 RES ,www.res-group.com,3.7, 71% recommended to a friend, 71, 92, 13
 Gi Group ,www.gigroup.com,2.7, 44% recommended to a friend, 71, 183, 13
 Careem ,www.careem.com,3.6, 65% recommended to a friend, 71, 8, 82
 Tarmac ,www.tarmac.com,4.1, 83% recommended to a friend, 70, 74, 16
 Quadient ,www.quadient.com,4.1, 87% recommended to a friend, 70, 37, 5
 Ecole Polytechnique de Montreal ,www.polymtl.ca,4.1, 83% recommended to a friend, 70, 87, 8
 University of Stuttgart ,www.uni-stuttgart.de,4.1, 95% recommended to a friend, 70, 147, 5
 KAIST ,www.kaist.ac.kr,4.4, 89% recommended to a friend, 70, 5, 5
 Mövenpick Hotels & Resorts ,www.moevenpick.com,3.9, 71% recommended to a friend, 70, 26, 15
 Global lt ,www.global-lt.com,3.0, 53% recommended to a friend, 70, 41, 11
 NRS Media ,www.nrsmedia.com,3.2, 57% recommended to a friend, 70, 43, 5
 Fircroft ,www.fircroft.com,3.1, 62% recommended to a friend, 69, 44, 5
 Bank Mandiri ,www.bankmandiri.co.id,3.6, 74% recommended to a friend, 69, 33, 16
 Ofgem ,www.ofgem.gov.uk,2.4, 37% recommended to a friend, 69, 84, 17
 High Speed Two ,www.hs2.org.uk,3.1, 62% recommended to a friend, 69, 50, 19
 CaseWare ,www.caseware.com,3.8, 74% recommended to a friend, 69, 74, 26
 University of Aberdeen ,www.abdn.ac.uk,3.8, 81% recommended to a friend, 69, 76, 13
 MTU Aero Engines ,www.mtu.de,3.6, 61% recommended to a friend, 68, 94, 10
 Elo Touch Solutions ,www.elotouch.com,3.5, 67% recommended to a friend, 68, 78, 9
 XING AG ,www.xing.com,4.1, 85% recommended to a friend, 68, 113, 33
 Vendavo ,www.vendavo.com,3.1, 46% recommended to a friend, 68, 137, 18
 Alcimed ,www.alcimed.com,3.6, 64% recommended to a friend, 69, 70, 106
 Yves Rocher ,www.yvesrocher.ca,3.8, 71% recommended to a friend, 68, 102, 11
 The Service Companies ,www.theservicecompanies.com,3.8, 68% recommended to a friend, 68, 48, 6
 Max Planck Institute ,www.ipp.mpg.de,4.1, 82% recommended to a friend, 68, 145, 13
 Aesop ,www.aesop.com,3.2, 52% recommended to a friend, 68, 69, 33
 National Corporate Housing ,www.nationalcorporatehousing.com,4.3, 81% recommended to a friend, 68, 16, 12
 Saatchi & Saatchi Group ,www.saatchi.com,3.3, 61% recommended to a friend, 68, 76, 12
 Darling International ,www.darlingii.com,2.8, 54% recommended to a friend, 67, 47, 6
 Nilfisk ,www.nilfisk.com,3.0, 63% recommended to a friend, 67, 50, 10
 Claranet ,www.claranet.co.uk,3.4, 63% recommended to a friend, 67, 55, 11
 Avantica Technologies ,www.avantica.net,3.8, 74% recommended to a friend, 67, 10, 6
 Phones 4u ,www.phones4u.co.uk,3.7, 48% recommended to a friend, 67, 67, 25
 Paul Smith ,www.paulsmith.co.uk,4.0, 70% recommended to a friend, 67, 59, 14
 Freie Universität Berlin ,www.fu-berlin.de,3.7, 69% recommended to a friend, 67, 89, 3
 Peek & Cloppenburg (Düsseldorf) ,www.peek-cloppenburg.de,3.2, 44% recommended to a friend, 67, 154, 25
 Aramco Services Company ,www.aramcoservices.com,3.2, 52% recommended to a friend, 67, 75, 12
 Lhoist ,www.lhoist.com,3.0, 48% recommended to a friend, 68, 74, 10
 OCZ Storage Solutions ,www.ocz.com,2.2, 30% recommended to a friend, 67, 63, 8
 Tapingo ,www.tapingo.com,3.4, 41% recommended to a friend, 67, 41, 21
 Marley Spoon ,www.marleyspoon.com,3.8, 77% recommended to a friend, 67, 26, 17
 NTT DoCoMo ,www.nttdocomo.com,3.4, 65% recommended to a friend, 66, 49, 13
 Svenska Handelsbanken ,www.handelsbanken.se,3.8, 77% recommended to a friend, 66, 72, 21
 ADVA ,www.advaoptical.com,3.8, 81% recommended to a friend, 66, 80, 10
 ABBYY ,www.abbyy.com,3.9, 77% recommended to a friend, 66, 71, 6
 TU Wien ,www.tuwien.ac.at,4.3, 89% recommended to a friend, 66, 120, 2
 Elizabeth Glaser Pediatric AIDS Foundation ,www.pedaids.org,3.9, 89% recommended to a friend, 66, 77, 10
 Jotun Paints ,www.jotun.com,3.9, 84% recommended to a friend, 66, 26, 10
 Icebreaker ,www.icebreaker.com,2.7, 42% recommended to a friend, 66, 72, 29
 University of the West of England ,www.uwe.ac.uk,4.1, 98% recommended to a friend, 66, 45, 9
 Nova Founders ,www.novafounders.com,3.2, 53% recommended to a friend, 66, 4, 12
 Gympass ,www.gympass.com,4.3, 84% recommended to a friend, 66, 17, 19
 Eventerprise ,www.eventerprise.com,3.7, 70% recommended to a friend, 66, --, 9
 Standard Life Investments ,www.standardlifeinvestments.com,3.5, 58% recommended to a friend, 65, 66, 17
 Spencer Technologies (Massachusetts) ,www.spencertech.com,2.8, 44% recommended to a friend, 65, 37, 9
 Lulu.com ,www.lulu.com,3.4, 52% recommended to a friend, 65, 39, 10
 Aegis Media ,www.dentsuaegisnetwork.com,3.2, 56% recommended to a friend, 65, 239, 14
 Jetstar Airways ,www.jetstar.com,3.5, 66% recommended to a friend, 65, 125, 20
 United Colors of Benetton ,www.benettongroup.com,3.6, 71% recommended to a friend, 65, 38, 14
 beeline Group ,www.beeline-group.com,3.4, 60% recommended to a friend, 65, 51, 7
 Flying Tiger Copenhagen ,www.tiger.dk,3.1, 60% recommended to a friend, 65, 66, 23
 Lesara ,www.lesara.de,3.8, 72% recommended to a friend, 65, 31, 41
 Max Mara ,www.maxmarafashiongroup.com,3.2, 49% recommended to a friend, 64, 37, 17
 Avion Systems ,www.avionsystems.com,2.9, 44% recommended to a friend, 64, 198, 4
 Blackapple Solutions ,www.blackapple-solutions.com,3.9, 73% recommended to a friend, 64, 47, 17
 Anand Rathi ,www.rathi.com,3.1, 55% recommended to a friend, 64, 28, 17
 Zadig et Voltaire ,www.zadig-et-voltaire.com,2.8, 38% recommended to a friend, 64, 56, 14
 Universal Business Team ,www.universalbusinessteam.com,4.1, 70% recommended to a friend, 64, 19, 5
 WRKSHP ,www.wearewrkshp.com,3.3, 51% recommended to a friend, 64, 21, 51
 Aggregate Industries UK ,www.aggregate.com,3.5, 75% recommended to a friend, 63, 63, --
 Jefferson Wells International ,www.experisjobs.us,2.6, 21% recommended to a friend, 63, 69, 7
 Parrot ,jobs.parrot.com,3.3, 49% recommended to a friend, 63, 83, 12
 Solidiance ,www.solidiance.com,3.8, 69% recommended to a friend, 63, 10, 12
 Transcend Information ,www.transcend-info.com,2.7, 48% recommended to a friend, 63, 49, 24
 LINE ,www.linecorp.com,3.6, 62% recommended to a friend, 63, 18, 51
 Vapiano International ,www.vapiano.com,2.6, 40% recommended to a friend, 62, 56, 10
 SBM ,www.sbm.com.sa,2.9, 49% recommended to a friend, 62, 27, 13
 Whistles ,www.whistles.co.uk,3.0, 52% recommended to a friend, 62, 54, 13
 i2c ,www.i2cinc.com,3.8, 78% recommended to a friend, 62, 29, 18
 telent ,www.telent.com,3.5, 61% recommended to a friend, 61, 44, 10
 Dolce & Gabbana ,www.dolcegabbana.it,3.0, 52% recommended to a friend, 61, 75, 12
 Eurasia Group ,www.eurasiagroup.net,2.9, 42% recommended to a friend, 61, 58, 19
 YES ,www.yes-us.com,3.8, 83% recommended to a friend, 61, 326, 10
 GMV ,www.gmv.com,3.8, 85% recommended to a friend, 61, 62, 11
 InterWorks ,www.interworks.com,4.7, 92% recommended to a friend, 61, 34, 12
 Frankfinn Aviation Services ,www.frankfinn.com,3.4, 64% recommended to a friend, 61, 27, 15
 Universität Freiburg ,www.uni-freiburg.de,3.9, 86% recommended to a friend, 62, 131, 3
 Beijing New Oriental Education & Technology (Group) Co. ,www.xdf.cn,3.5, 63% recommended to a friend, 61, 16, 10
 Watch Station International ,www.watchstation.com,3.8, 80% recommended to a friend, 61, 58, 16
 Gengo ,www.gengo.com,3.0, 53% recommended to a friend, 61, 10, 10
 Appinventiv ,www.appinventiv.com,3.4, 59% recommended to a friend, 61, 32, 45
 AES ,,3.8, 77% recommended to a friend, 61, 33, 7
 Magyar Telekom ,www.telekom.hu,3.5, 58% recommended to a friend, 60, 30, 11
 Croda ,www.croda.com,3.6, 74% recommended to a friend, 60, 86, 21
 Agfa Graphics ,www.agfagraphics.com,3.2, 38% recommended to a friend, 60, 39, 16
 Department of Foreign Affairs and International Trade Canada ,www.international.gc.ca,3.5, 66% recommended to a friend, 60, 53, 10
 The Contact Company ,www.tcc.co.uk,2.7, 40% recommended to a friend, 60, 66, 12
 Dachser ,www.dachser.com,2.7, 57% recommended to a friend, 60, 121, 9
 London Borough of Camden ,www.camden.gov.uk,3.7, 82% recommended to a friend, 60, 61, 11
 Royal Australian Navy ,www.navy.gov.au,3.6, 67% recommended to a friend, 60, 5, 4
 Net Profit Explosion ,www.netprofitexplosion.com,3.7, 66% recommended to a friend, 60, 21, 21
 Cnpc ,www.cnpc.com.cn,3.8, 70% recommended to a friend, 59, 15, 16
 EDP ,www.edp.com,3.5, 73% recommended to a friend, 59, 54, 14
 ZOO Digital Group ,www.zoodigital.com,2.4, 39% recommended to a friend, 59, 7, 3
 Bureau Van Dijk ,www.bvdinfo.com,3.5, 55% recommended to a friend, 59, 61, 15
 DiaSorin ,www.diasorin.com,2.8, 50% recommended to a friend, 59, 64, 10
 Cyber Futuristics ,www.cyfuture.com,4.1, 92% recommended to a friend, 59, 20, 10
 Chapman Black ,www.chapmanblack.com,4.3, 84% recommended to a friend, 59, 31, 63
 Saint-Gobain Glass ,www.saint-gobain-glass.com,3.9, 90% recommended to a friend, 59, 44, 23
 Accedo Broadband ,www.accedo.tv,3.6, 71% recommended to a friend, 59, 67, 23
 CPL Integrated Services ,www.cplintegratedservices.com,3.0, 50% recommended to a friend, 59, 41, 14
 Bofrost ,www.bofrost.com,3.4, 63% recommended to a friend, 59, 51, 6
 Leanplum ,www.leanplum.com,4.9, 100% recommended to a friend, 59, 14, 41
 Puig Beauty & Fashion ,www.puig.com,3.3, 75% recommended to a friend, 58, 57, 15
 CPI International ,www.cpii.com,2.7, 30% recommended to a friend, 58, 61, 13
 Choice Logistics ,www.choicelogistics.com,2.0, 26% recommended to a friend, 58, 73, 13
 Meinhardt ,www.meinhardtgroup.com,2.7, 49% recommended to a friend, 58, 26, 12
 Nesma & Partners ,www.nesma-partners.com,3.9, 78% recommended to a friend, 58, 5, 5
 Arch Systems ,www.archsystemsinc.com,3.2, 54% recommended to a friend, 58, 22, 15
 Singularity University ,www.su.org,2.9, 42% recommended to a friend, 58, 50, 13
 Wismettac Asian Foods ,www.wismettacusa.com,2.7, 30% recommended to a friend, 58, 370, 14
 SKODA AUTO ,www.skoda-auto.com,4.0, 98% recommended to a friend, 57, 38, 4
 VTB ,www.vtb.ru,3.7, 67% recommended to a friend, 57, 21, 6
 RICS ,www.rics.org,2.6, 49% recommended to a friend, 58, 33, 7
 WIL Research Laboratories ,www.wilresearch.com,2.2, 25% recommended to a friend, 57, 61, 13
 Aldermore Bank ,www.aldermore.co.uk,3.3, 65% recommended to a friend, 57, 44, 5
 OmniMax International ,www.omnimax.com,2.1, 27% recommended to a friend, 57, 34, 9
 Center Parcs (UK) ,www.centerparcs.co.uk,3.2, 57% recommended to a friend, 56, 35, 9
 Universiteit Antwerpen ,www.uantwerpen.be,3.7, 68% recommended to a friend, 56, 61, 4
 Kaltura ,corp.kaltura.com,3.1, 48% recommended to a friend, 56, 54, 12
 Universität Göttingen ,www.uni-goettingen.de,4.2, 94% recommended to a friend, 56, 87, 7
 Sii ,www.sii.pl,3.2, 73% recommended to a friend, 56, 72, 15
 Howden Group ,www.howden.com,2.7, 50% recommended to a friend, 56, 47, 8
 Envato ,www.envato.com,3.5, 63% recommended to a friend, 56, 25, 9
 Stylight ,www.stylight.com,4.6, 96% recommended to a friend, 56, 32, 60
 Compass ,www.compasscares.com,3.2, 54% recommended to a friend, 56, 163, 10
 Babylon Health ,www.babylonhealth.com,4.0, 87% recommended to a friend, 56, 37, 29
 Universal Electronics (CA) ,www.uei.com,3.3, 73% recommended to a friend, 55, 53, 23
 SoftBank ,www.softbank.co.jp,3.0, 48% recommended to a friend, 55, 36, 14
 KT ,www.kt.co.kr,2.9, 61% recommended to a friend, 55, 53, 7
 averda ,www.averda.com,2.7, 38% recommended to a friend, 55, 7, 10
 Arthur Andersen ,www.arthurandersenco.com,4.2, 89% recommended to a friend, 55, 18, 8
 ITP Media Group ,www.itp.com,2.9, 38% recommended to a friend, 55, 10, 6
 Davidson Consulting ,www.davidson.fr,4.0, 83% recommended to a friend, 55, 74, 30
 Ivalua ,www.ivalua.com,3.6, 64% recommended to a friend, 55, 18, 26
 Rubrik ,www.rubrik.com,4.2, 83% recommended to a friend, 55, 40, 69
 Bytedance ,www.bytedance.com,4.6, 94% recommended to a friend, 55, 7, 19
 Peugeot ,www.peugeot.com,3.3, 84% recommended to a friend, 54, 94, 4
 Endologix ,www.endologix.com,2.7, 53% recommended to a friend, 54, 88, 7
 Lowenstein Sandler ,www.lowenstein.com,4.3, 86% recommended to a friend, 54, 68, 22
 Dsme ,www.dsme.co.kr,3.1, 24% recommended to a friend, 54, 15, 6
 Maclaren ,www.maclarenbaby.com,3.2, 48% recommended to a friend, 54, 24, 6
 Specific Media ,www.specificmedia.com,2.8, 49% recommended to a friend, 54, 127, 11
 ROCKWOOL ,www.rockwool.com,3.5, 67% recommended to a friend, 54, 91, 8
 GoGo squeeZ ,www.gogosqueez.com,4.5, 93% recommended to a friend, 54, 13, 6
 Content Guru ,www.contentguru.com,3.0, 48% recommended to a friend, 54, 25, 8
 NMBS ,www.nmbs.be,3.5, 74% recommended to a friend, 54, 48, 11
 EL AL ,www.elal.co.il,3.5, 60% recommended to a friend, 53, 34, 8
 iBasis ,www.ibasis.com,2.9, 39% recommended to a friend, 53, 131, 9
 Australian Bureau of Statistics ,www.abs.gov.au,3.9, 87% recommended to a friend, 53, 28, 9
 percona ,www.percona.com,4.7, 94% recommended to a friend, 53, 39, 9
 Itau BBA ,www.itaubba.com.br,3.7, 95% recommended to a friend, 53, 49, 8
 Eulen ,www.eulenamerica.us,2.6, 44% recommended to a friend, 53, 31, 11
 The Department for Education (UK) ,www.education.gov.uk,3.5, 85% recommended to a friend, 53, 901, 14
 East African Breweries ,www.eabl.com,3.7, 93% recommended to a friend, 53, 6, 7
 VSO ,www.vsointernational.org,3.1, 78% recommended to a friend, 53, 19, 13
 HAL ,www.hal-inc.com,3.0, 40% recommended to a friend, 53, 27, 8
 Mason Frank International ,www.masonfrank.com,3.5, 62% recommended to a friend, 53, 34, 17
 Redbubble ,www.redbubble.com,3.7, 70% recommended to a friend, 53, 27, 14
 Selligent Marketing Cloud ,www.selligent.com,3.5, 70% recommended to a friend, 53, 31, 5
 Kingspan ,www.kingspan.com,3.2, 48% recommended to a friend, 52, 39, 6
 Stibo Systems ,www.stibosystems.com,3.3, 62% recommended to a friend, 52, 29, 7
 Allen Communication ,www.allencomm.com,2.9, 55% recommended to a friend, 52, 48, 13
 Bemis Manufacturing ,www.bemismfg.com,3.7, 66% recommended to a friend, 52, 30, 6
 TradeDoubler ,www.tradedoubler.com,3.1, 40% recommended to a friend, 52, 59, 9
 WSI ,www.wsi.com,3.3, 73% recommended to a friend, 52, 51, 10
 HOYA Vision Care ,www.hoyavision.com,2.7, 30% recommended to a friend, 52, 58, 1
 Stockholm University ,www.su.se,3.7, 75% recommended to a friend, 52, 48, 6
 Lohika ,www.lohika.com.ua,4.5, 99% recommended to a friend, 52, 11, 3
 Tucanos Brazillian Grill ,www.tucanos.com,2.9, 42% recommended to a friend, 52, 123, 9
 Medavie Blue Cross ,www.medavie.bluecross.ca,3.4, 51% recommended to a friend, 52, 41, 10
 Odgers Berndtson ,www.odgersberndtson.com,3.5, 54% recommended to a friend, 52, 55, 16
 Via Transportation ,www.ridewithvia.com,4.3, 79% recommended to a friend, 52, 9, 39
 CPM International Telebusiness ,www.cpm-int.com,2.5, 42% recommended to a friend, 52, 15, 7
 Oasis ,www.oasis-stores.com,3.9, 89% recommended to a friend, 52, 49, 18
 Business France ,www.businessfrance.fr,3.1, 36% recommended to a friend, 53, 33, 7
 A. Schulman ,www.aschulman.com,2.8, 44% recommended to a friend, 51, 75, 13
 Rogue Wave ,www.roguewave.com,3.3, 62% recommended to a friend, 51, 49, 14
 AGF Management ,www.agf.com,3.8, 84% recommended to a friend, 51, 43, 11
 GFI Software ,www.gfi.com,2.2, 17% recommended to a friend, 51, 33, 6
 JATO Dynamics ,www.jato.com,3.9, 78% recommended to a friend, 51, 35, 7
 Los Angeles County Museum of Art ,www.lacma.org,3.7, 75% recommended to a friend, 51, 34, 8
 LiveStyle ,www.livestyle.com,2.4, 29% recommended to a friend, 51, 46, 2
 Solidifi ,www.solidifi.com,3.0, 38% recommended to a friend, 51, 34, 15
 Adform ,www.adform.com,4.2, 86% recommended to a friend, 51, 5, 12
 IPS ,,3.6, 71% recommended to a friend, 51, 58, 11
 SKP Group ,www.skpgroup.com,3.2, 80% recommended to a friend, 51, 26, 15
 Datalogic ,www.datalogic.com,2.5, 32% recommended to a friend, 51, 44, 10
 Airswift ,www.airswift.com,3.3, 70% recommended to a friend, 51, 28, 4
 Sonepar ,www.sonepar.com,3.3, 67% recommended to a friend, 50, 84, 5
 LANXESS Global ,www.lanxess.com,3.6, 73% recommended to a friend, 50, 71, 11
 Lake Washington School District ,www.lwsd.org,3.6, 83% recommended to a friend, 50, 44, 12
 Wesser ,www.wesser.co.uk,3.6, 69% recommended to a friend, 50, 25, 12
 James Publishing ,www.jamespublishing.com,2.7, 32% recommended to a friend, 50, 20, 1
 SilverSky ,www.baesystems.com,3.3, 62% recommended to a friend, 49, 79, 5
 A&S ,www.mediciandco.com,3.9, 87% recommended to a friend, 49, 33, 6
 Penta Consulting ,www.pentaconsulting.com,3.9, 73% recommended to a friend, 49, 38, 9
 Silverlink Technologies ,www.silverlinktechnologies.com,4.1, 81% recommended to a friend, 42, 8, 11
 ADARA ,www.adara.com,3.5, 65% recommended to a friend, 49, 28, 9
 Nextdoor ,www.nextdoor.com,4.3, 75% recommended to a friend, 49, 68, 29
