Company_name,Company_website,Rating_nr,Rating_recommend_to_friend,Number_of_reviews,Number_of_salaries,Number_of_interviews
 ABB ,www.abb.com,3.6, 71% recommended to a friend, 2.5k, 2.7k, 515
 Gartner ,jobs.gartner.com,3.9, 76% recommended to a friend, 2.1k, 2.6k, 954
 UL ,www.ul.com,3.5, 43% recommended to a friend, 601, 963, 156
 DNV GL ,www.dnvgl.com,3.3, 62% recommended to a friend, 520, 717, 102
 Greenpeace ,www.greenpeace.org,3.7, 71% recommended to a friend, 284, 154, 74
 Devoteam ,www.devoteam.com,4.0, 82% recommended to a friend, 271, 292, 60
 Intertrust ,www.intertrustgroup.com,2.9, 39% recommended to a friend, 68, 46, 10
 Hunkemöller ,www.hunkemoller.com,4.1, 85% recommended to a friend, 58, 35, 36
 Sanoma Corporation ,www.sanoma.com,3.2, 61% recommended to a friend, 31, 43, 4
 Bright Computing ,www.brightcomputing.com,3.3, 62% recommended to a friend, 31, 14, 3
 Sana Commerce ,www.sana-commerce.com,4.7, 98% recommended to a friend, 30, 2, 2
 CimSolutions ,www.cimsolutions.nl,3.0, 63% recommended to a friend, 18, 16, 4
 Domino's ,jobs.dominos.com,3.4, 60% recommended to a friend, 4.0k, 5.7k, 826
 The Pure Family ,www.thepurefamily.com,4.5, 100% recommended to a friend, 16, 9, --
 HCL Technologies ,www.hcltech.com,3.3, 65% recommended to a friend, 11k, 19k, 2.4k
 Nielsen ,www.nielsen.com,3.7, 79% recommended to a friend, 4.0k, 5.1k, 1.3k
 Robert Bosch ,www.bosch.de,3.9, 82% recommended to a friend, 3.1k, 3.1k, 803
 Jacobs ,www.jacobs.com,3.4, 67% recommended to a friend, 2.4k, 3.2k, 506
 Boston Consulting Group ,www.bcg.com,4.3, 86% recommended to a friend, 2.0k, 3.5k, 1.5k
 Primark ,www.primark.com,3.2, 58% recommended to a friend, 1.9k, 2.0k, 770
 Viacom ,www.viacom.com,3.4, 62% recommended to a friend, 1.7k, 2.5k, 481
 Mars ,www.mars.com,3.9, 73% recommended to a friend, 1.5k, 1.3k, 447
 DHL Express ,www.logistics.dhl,3.8, 73% recommended to a friend, 1.2k, 1.1k, 215
 Ciber ,www.ciber.com,2.8, 36% recommended to a friend, 950, 4.2k, 157
 PPG ,jobs.ppg.com,3.1, 53% recommended to a friend, 915, 2.1k, 199
 GKN ,www.gkn.com,3.1, 52% recommended to a friend, 444, 438, 83
 Atlassian ,www.atlassian.com,3.9, 76% recommended to a friend, 318, 439, 303
 Oliver James Associates ,www.ojassociates.com,4.7, 93% recommended to a friend, 153, 85, 27
 Optimizely ,www.optimizely.com,3.6, 63% recommended to a friend, 129, 142, 143
 Vanderlande Industries ,www.vanderlande.com,3.2, 63% recommended to a friend, 122, 108, 25
 Air France-KLM ,www.afiklmem.com,3.3, 64% recommended to a friend, 100, 134, 25
 Mexx ,www.mexx.com,3.0, 46% recommended to a friend, 82, 73, 16
 Action ,www.action.nl,2.6, 52% recommended to a friend, 53, 58, 13
 Imtech ,www.imtech.co.uk,2.9, 44% recommended to a friend, 52, 136, 7
 The Sting ,www.thesting.com,3.3, 59% recommended to a friend, 31, 29, --
 OPCW ,www.opcw.org,3.3, 58% recommended to a friend, 22, 11, 7
 Bugaboo ,www.bugaboo.com,2.9, 61% recommended to a friend, 20, 20, 10
 Springest ,join.springest.com,4.9, 100% recommended to a friend, 18, 5, 1
 Uxus ,www.uxus.com,1.8, 20% recommended to a friend, 17, 7, --
 3D Hubs ,www.3dhubs.com,4.7, 92% recommended to a friend, 17, 7, 4
 Jan Linders ,www.janlinders.nl,3.9, 92% recommended to a friend, 16, 11, 2
 Zoover & Weeronline ,www.zoover.nl,4.5, 100% recommended to a friend, 16, 3, 2
 Rijnstate ,www.rijnstate.nl,4.1, 92% recommended to a friend, 16, 8, 1
 GVB Amsterdam ,www.gvb.nl,3.8, 81% recommended to a friend, 15, 15, 2
 Vermaat Groep ,www.vermaatgroep.nl,3.5, 68% recommended to a friend, 15, 9, 1
 Albron ,www.albron.nl,4.2, 91% recommended to a friend, 15, 13, --
 Maandag ,www.maandag.nl,2.7, 60% recommended to a friend, 15, 14, 1
 Philadelphia Zorg ,www.philadelphia.nl,4.4, 92% recommended to a friend, 15, 5, 1
 Intel Corporation ,www.intel.com,3.8, 76% recommended to a friend, 12k, 24k, 3.4k
 Tech Mahindra ,www.techmahindra.com,3.1, 49% recommended to a friend, 8.5k, 8.7k, 2.0k
 BP ,www.bp.com,3.6, 67% recommended to a friend, 2.8k, 2.9k, 893
 IHS Markit ,www.ihsmarkit.com,3.3, 62% recommended to a friend, 1.8k, 2.0k, 450
 Citco ,www.citco.com,2.9, 43% recommended to a friend, 786, 1.0k, 322
 Mercedes-Benz International ,www.mercedes-benz.com,3.7, 69% recommended to a friend, 474, 436, 99
 International Flavors & Fragrances ,www.iff.com,3.3, 56% recommended to a friend, 214, 302, 42
 Sonos ,www.sonos.com,3.9, 73% recommended to a friend, 153, 160, 106
 Management Events ,www.managementevents.com,3.9, 69% recommended to a friend, 87, 40, 5
 Atradius ,group.atradius.com,3.4, 66% recommended to a friend, 62, 62, 10
 LeasePlan ,www.leaseplan.com,2.5, 31% recommended to a friend, 53, 47, 15
 Signify ,www.signify.com,3.4, 68% recommended to a friend, 45, 26, 2
 Adyen ,www.adyen.com,3.9, 78% recommended to a friend, 36, 24, 46
 USG People ,www.usgpeople.com,3.3, 63% recommended to a friend, 23, 43, 1
 ChipSoft ,www.chipsoft.nl,3.0, 49% recommended to a friend, 19, 28, 7
 BSG Contact ,www.bsgcontact.com,3.1, 59% recommended to a friend, 17, 9, 2
 &samhoud ,www.samhoud.com,4.1, 78% recommended to a friend, 16, 8, 5
 MobileBridge ,www.mobilebridge.com,4.1, 82% recommended to a friend, 16, 4, 2
 DTT Multimedia ,www.d-tt.nl,4.3, 90% recommended to a friend, 15, 1, 1
 Elements Interactive ,www.elements.nl,3.9, 75% recommended to a friend, 14, 6, --
 ALDI ,www.aldi.com,3.0, 45% recommended to a friend, 2.9k, 3.8k, 1.8k
 Monsanto Company ,www.monsanto.com,4.0, 83% recommended to a friend, 1.4k, 2.0k, 359
 Regus ,www.reguscareers.com,2.6, 38% recommended to a friend, 1.4k, 1.1k, 274
 Arvato ,www.arvato.com,2.8, 50% recommended to a friend, 817, 769, 205
 Nutanix ,www.nutanix.com,4.3, 84% recommended to a friend, 496, 323, 586
 Logica ,www.cgi.com,3.4, 64% recommended to a friend, 388, 483, 69
 RELX Group ,www.relx.com,3.5, 63% recommended to a friend, 318, 289, 66
 Plantronics ,www.plantronics.com,2.6, 42% recommended to a friend, 234, 271, 37
 SeaChange ,www.seachange.com,3.2, 30% recommended to a friend, 156, 197, 19
 ASICS ,www.asics.com,3.6, 65% recommended to a friend, 153, 153, 41
 Ebury Partners ,www.ebury.com,3.7, 73% recommended to a friend, 125, 72, 26
 FEI ,jobs.thermofisher.com,3.8, 79% recommended to a friend, 90, 311, 10
 eBay Classifieds ,www.ebayclassifiedsgroup.com,3.1, 50% recommended to a friend, 34, 29, 6
 Van Oord ,www.vanoord.com,4.2, 96% recommended to a friend, 30, 21, 6
 Triodos Bank ,www.triodos.com,3.3, 69% recommended to a friend, 29, 17, 5
 JustPremium ,www.justpremium.com,4.6, 100% recommended to a friend, 24, 7, 1
 International Criminal Tribunal for the Former Yugoslavia ,www.icty.org,3.7, 72% recommended to a friend, 21, 4, 2
 Crowd Mobile ,www.crowdmobile.com,3.7, 67% recommended to a friend, 21, 4, 6
 Guerrilla Games ,www.guerrilla-games.com,3.7, 74% recommended to a friend, 20, 30, 8
 Basic-Fit ,www.basic-fit.nl,2.8, 50% recommended to a friend, 19, 20, 2
 Lely ,www.lely.com,3.6, 75% recommended to a friend, 18, 30, 2
 LYCEO ,www.lyceo.nl,3.1, 60% recommended to a friend, 18, 14, --
 Van Lanschot ,www.vanlanschot.com,4.2, 94% recommended to a friend, 18, 36, 1
 Van der Valk Hotels & Restaurants ,www.valk.com,3.2, 79% recommended to a friend, 17, 16, 2
 Kempen & Co ,www.kempen.nl,4.3, 100% recommended to a friend, 16, 29, 17
 De Haagse Hogeschool ,www.thehagueuniversity.com,3.8, 80% recommended to a friend, 16, 18, 1
 Radboud University Nijmegen Medical Centre ,www.radboudumc.nl,3.9, 88% recommended to a friend, 15, 41, 2
 Frank ,www.frank.work,3.7, 72% recommended to a friend, 15, 3, 3
 SNS REAAL ,www.snsreaalgroep.nl,3.1, 41% recommended to a friend, 14, 32, 3
 Poiesz Supermarkten ,www.poiesz-supermarkten.nl,4.3, 100% recommended to a friend, 14, 8, --
 Qualogy ,www.qualogy.com,3.4, 79% recommended to a friend, 5, 5, 2
 Zuyd ,www.zuyd.nl,3.2, 66% recommended to a friend, 13, 8, 1
 GlobalOrange ,www.globalorange.nl,4.5, 91% recommended to a friend, 13, 6, 1
 Technische Unie ,www.werkenbijtechnischeunie.nl,4.1, 84% recommended to a friend, 13, 17, 1
 Zuyderland ,www.zuyderland.nl,3.7, 82% recommended to a friend, 13, 9, 2
 Payconiq ,www.payconiq.com,4.8, 100% recommended to a friend, 13, 1, 13
 12Build ,www.12build.com,5.0, 100% recommended to a friend, 13, --, --
 Nokia ,www.nokia.com,4.1, 85% recommended to a friend, 7.3k, 6.7k, 1.0k
 Marriott International ,www.marriott.com,3.8, 74% recommended to a friend, 6.0k, 10k, 1.3k
 Abercrombie & Fitch ,www.abercrombie.com,3.1, 52% recommended to a friend, 5.1k, 6.0k, 2.0k
 EMC ,www.dellemc.com,3.8, 75% recommended to a friend, 4.7k, 9.2k, 1.0k
 IQVIA ,www.iqvia.com,3.4, 66% recommended to a friend, 3.2k, 3.5k, 958
 Alcatel-Lucent ,www.nokia.com,3.6, 67% recommended to a friend, 2.5k, 3.8k, 441
 SYKES ,www.sykes.com,2.8, 44% recommended to a friend, 2.5k, 1.6k, 655
 SAS Institute ,www.sas.com,3.8, 71% recommended to a friend, 1.1k, 1.6k, 254
 Riverbed Technology ,www.riverbed.com,3.4, 59% recommended to a friend, 969, 1.3k, 275
 ReachLocal ,www.reachlocal.com,4.0, 81% recommended to a friend, 673, 595, 146
 IPsoft ,www.ipsoft.com,3.2, 53% recommended to a friend, 444, 446, 149
 Applied Medical ,www.appliedmedical.com,3.1, 53% recommended to a friend, 329, 441, 161
 Gracenote ,www.gracenote.com,3.4, 69% recommended to a friend, 209, 308, 50
 SKF ,www.skf.com,3.4, 71% recommended to a friend, 199, 151, 25
 DLL ,www.dllgroup.com,4.0, 84% recommended to a friend, 178, 164, 37
 Curvature ,www.curvature.com,2.8, 46% recommended to a friend, 139, 138, 17
 Usabilla ,www.usabilla.com,4.4, 86% recommended to a friend, 26, 8, 9
 MobGen ,www.mobgen.com,3.2, 62% recommended to a friend, 18, 25, 13
 Qardio ,www.getqardio.com,2.4, 28% recommended to a friend, 17, 6, 1
 Harver ,www.harver.com,4.5, 93% recommended to a friend, 16, 2, 1
 Gemeente Rotterdam ,www.rotterdam.nl,3.7, 79% recommended to a friend, 15, 16, 1
 Rijksoverheid ,www.rijksoverheid.nl,3.5, 79% recommended to a friend, 14, 36, 4
 Voiceworks ,www.voiceworks.com,4.0, 78% recommended to a friend, 14, 6, 5
 Fontys ,www.fontys.nl,3.7, 83% recommended to a friend, 14, 26, --
 De Brauw Blackstone Westbroek ,www.debrauw.com,4.2, 71% recommended to a friend, 14, 7, 1
 Copernica ,www.copernica.com,3.7, 68% recommended to a friend, 14, 8, 1
 Hanzehogeschool Groningen ,www.hanze.nl,3.6, 88% recommended to a friend, 13, 12, 3
 Breinstein ,www.breinstein.nl,3.7, 73% recommended to a friend, 13, 3, 1
 Hot Networkz ,www.hotnetworkz.com,4.1, 85% recommended to a friend, 12, 8, 1
 De Kleine Consultant ,www.dekleineconsultant.nl,4.8, 100% recommended to a friend, 12, --, 4
 de Persgroep Nederland ,www.persgroep.nl,4.2, 91% recommended to a friend, 12, 26, 5
 Itec ,www.itec.nl,3.0, 54% recommended to a friend, 12, 8, --
 beslist.nl ,www.beslist.nl,3.7, 55% recommended to a friend, 12, 4, --
 MessageBird ,www.messagebird.com,4.1, 75% recommended to a friend, 12, 2, 4
 EN HR solutions ,www.enhrsolutions.nl,4.1, 91% recommended to a friend, 12, 5, --
 SNS Bank ,www.snsbank.nl,3.7, 81% recommended to a friend, 12, 16, 1
 Johnson & Johnson ,www.jnj.com,4.0, 84% recommended to a friend, 4.4k, 4.5k, 1.3k
 CBRE ,www.cbre.com,3.6, 72% recommended to a friend, 2.8k, 5.4k, 731
 BT ,www.btplc.com,3.4, 63% recommended to a friend, 2.7k, 2.8k, 671
 Hays ,www.haysplc.com,4.0, 81% recommended to a friend, 2.1k, 2.3k, 666
 EF Education First ,www.ef.com,3.4, 62% recommended to a friend, 1.7k, 1.2k, 572
 Teradata ,www.teradata.com,3.6, 74% recommended to a friend, 1.2k, 1.4k, 335
 Ingram Micro ,www.ingrammicro.com,3.3, 65% recommended to a friend, 1.2k, 1.4k, 237
 Informatica ,www.informatica.com,4.1, 85% recommended to a friend, 1.1k, 1.4k, 407
 Philip Morris International ,www.pmi.com,3.9, 82% recommended to a friend, 880, 570, 247
 Canon ,www.canon.com,3.3, 56% recommended to a friend, 377, 387, 80
 easyJet ,www.easyjet.com,4.0, 82% recommended to a friend, 281, 232, 115
 Damco ,www.damco.com,3.3, 65% recommended to a friend, 206, 141, 29
 Align Technology ,www.aligntech.com,3.4, 63% recommended to a friend, 198, 305, 68
 Fugro ,www.fugro.com,3.4, 72% recommended to a friend, 164, 183, 24
 Yokogawa ,www.yokogawa.com,3.3, 62% recommended to a friend, 159, 155, 33
 SBM Offshore ,www.sbmoffshore.com,3.5, 75% recommended to a friend, 141, 172, 16
 BloomReach ,www.bloomreach.com,4.2, 84% recommended to a friend, 93, 110, 64
 Ahold Delhaize ,www.aholddelhaize.com,3.3, 57% recommended to a friend, 73, 83, 8
 Stolt-Nielsen ,www.stolt-nielsen.com,2.9, 57% recommended to a friend, 52, 66, 6
 MeteoGroup ,www.meteogroup.com,3.3, 62% recommended to a friend, 29, 30, 1
 Pathé ,www.pathe.com,2.8, 53% recommended to a friend, 22, 22, 3
 ORTEC ,www.ortec.nl,3.6, 66% recommended to a friend, 20, 45, 4
 vidaXL ,www.vidaxl.nl,3.0, 61% recommended to a friend, 17, 4, 3
 Mycujoo ,www.mycujoo.tv,4.4, 91% recommended to a friend, 16, --, --
 MAPPER Lithography ,www.mapperlithography.com,3.6, 83% recommended to a friend, 15, 13, 2
 Simac Techniek ,www.simac.com,3.6, 78% recommended to a friend, 15, 16, 1
 Ticketscript ,company.ticketscript.com,3.2, 62% recommended to a friend, 15, 7, --
 EVBox ,www.evbox.com,3.3, 66% recommended to a friend, 15, 3, 1
 CWI ,www.cwi.nl,4.4, 88% recommended to a friend, 14, 22, 2
 Child and Youth Finance International ,www.childfinanceinternational.org,4.2, 81% recommended to a friend, 14, 2, 2
 Sapienza ,www.sapienzaconsulting.com,3.7, 71% recommended to a friend, 13, 9, 1
 RIPE NCC ,www.ripe.net,4.2, 72% recommended to a friend, 13, 11, 2
 Payments & Cards Network ,www.paymentsandcardsnetwork.com,5.0, 100% recommended to a friend, 13, 2, 3
 Blendle ,blendle.homerun.co,4.8, 100% recommended to a friend, 12, 8, 3
 Keylane ,www.keylane.com,3.6, 52% recommended to a friend, 12, 10, 5
 Vibe Group ,www.vibegroup.nl,4.3, 83% recommended to a friend, 12, 3, 5
 Sanitairwinkel ,www.sanitairwinkel.nl,4.9, 100% recommended to a friend, 12, 3, 1
 Brightsight ,www.brightsight.com,3.2, 42% recommended to a friend, 11, 9, 2
 Ministerie van Veiligheid en Justitie ,www.rijksoverheid.nl,3.5, 70% recommended to a friend, 11, 33, --
 Asito ,www.asito.nl,3.5, 70% recommended to a friend, 11, 6, 3
 Detron ICT Groep ,www.detron.nl,3.7, 72% recommended to a friend, 11, 8, 1
 HagaZiekenhuis ,www.hagaziekenhuis.nl,4.1, 100% recommended to a friend, 11, 8, --
 Ipse de Bruggen ,www.ipsedebruggen.nl,3.9, 100% recommended to a friend, 11, 5, 1
 EVG Start ,www.evgstart.nl,4.5, 100% recommended to a friend, 11, 9, 5
 Trekpleister ,www.werkenbijtrekpleister.nl,3.8, 86% recommended to a friend, 11, 4, --
 KPN ICT Consulting ,vacatures.kpnconsulting.nl,3.1, 50% recommended to a friend, 11, 10, 6
 VMware ,www.vmware.com,3.9, 78% recommended to a friend, 4.2k, 6.2k, 1.3k
 Emerson ,www.emerson.com,3.6, 75% recommended to a friend, 2.4k, 3.2k, 569
 Willis Towers Watson ,www.willistowerswatson.com,3.4, 64% recommended to a friend, 2.4k, 3.0k, 913
 Aon ,www.aon.com,3.4, 63% recommended to a friend, 2.3k, 2.5k, 623
 Groupon ,jobs.groupon.com,3.5, 63% recommended to a friend, 2.2k, 3.0k, 891
 Abbott Labs ,www.abbott.com,3.6, 69% recommended to a friend, 1.6k, 3.5k, 348
 Airbus ,www.jobs.airbusgroup.com,3.6, 74% recommended to a friend, 1.4k, 2.3k, 321
 Thales ,www.thalesgroup.com,3.3, 62% recommended to a friend, 1.3k, 2.2k, 286
 Altran Group ,www.altran.com,3.1, 59% recommended to a friend, 1.1k, 1.7k, 318
 Under Armour ,www.underarmour.com,3.7, 69% recommended to a friend, 1.0k, 1.2k, 661
 Rabobank ,www.rabobank.com,3.7, 74% recommended to a friend, 397, 609, 76
 Genesys ,www.genesys.com,3.8, 72% recommended to a friend, 936, 705, 190
 Pegasystems ,www.pega.com,4.1, 83% recommended to a friend, 785, 906, 316
 Gemalto ,www.gemalto.com,3.2, 62% recommended to a friend, 678, 670, 132
 AccorHotels ,www.accorhotels.group,3.6, 74% recommended to a friend, 615, 579, 84
 Stream Global Services ,www.stream.com,2.8, 44% recommended to a friend, 605, 507, 138
 marcus evans ,www.marcusevans.com,3.4, 59% recommended to a friend, 597, 342, 197
 Kühne + Nagel ,www.kuehne-nagel.com,3.1, 52% recommended to a friend, 549, 782, 104
 Janssen ,www.janssen.com,3.9, 83% recommended to a friend, 416, 399, 78
 Deliveroo ,www.deliveroo.co.uk,3.4, 66% recommended to a friend, 356, 367, 133
 MSD ,www.msd.com,3.8, 81% recommended to a friend, 280, 222, 61
 Reed Business Information ,www.reedbusiness.com,2.8, 45% recommended to a friend, 161, 180, 25
 Elastic ,www.elastic.co,4.3, 83% recommended to a friend, 121, 89, 115
 Inalfa Roof Systems ,www.inalfa-roofsystems.com,2.6, 43% recommended to a friend, 98, 168, 13
 Axians ,www.axians.com,2.7, 41% recommended to a friend, 45, 55, 3
 Tata Steel Europe ,www.tatasteeleurope.com,3.9, 78% recommended to a friend, 43, 56, 9
 Michael Bailey Associates ,www.michaelbaileyassociates.com,3.0, 54% recommended to a friend, 38, 28, 9
 MN ,www.mn.nl,2.7, 28% recommended to a friend, 16, 27, 4
 Boels ,www.boels.nl,4.4, 100% recommended to a friend, 16, 17, 5
 ACN Europe ,www.acneuro.com,2.9, 22% recommended to a friend, 14, 29, 4
 Yieldr ,www.yieldr.com,3.3, 49% recommended to a friend, 14, 9, 1
 eVision ,www.evision-software.com,3.1, 84% recommended to a friend, 14, 16, 6
 Fixx iT Professional Services ,www.fixx.it,3.6, 72% recommended to a friend, 13, 5, 1
 Infotheek Groep ,www.infotheek.nl,3.3, 81% recommended to a friend, 12, 18, 2
 Ampelmann ,www.ampelmann.nl,3.5, 66% recommended to a friend, 12, 9, 1
 Infradata ,www.infradata.nl,2.7, 57% recommended to a friend, 12, 7, --
 Deli XL ,www.delixl.nl,3.7, 89% recommended to a friend, 11, 9, --
 Stedin ,www.stedin.net,4.1, 82% recommended to a friend, 11, 17, 1
 Emesa ,www.emesa.nl,3.6, 60% recommended to a friend, 11, 15, --
 Cycleon ,www.cycleon-revlog.com,3.0, 61% recommended to a friend, 11, 6, 3
 Leen Bakker Holding ,www.werkenbijleenbakker.nl,3.8, 78% recommended to a friend, 11, 6, 1
 Menzis ,www.menzis.nl,4.3, 100% recommended to a friend, 11, 18, 1
 Sandd ,www.sandd.nl,2.7, 35% recommended to a friend, 11, 10, --
 YSE Program ,www.yse.nl,4.9, 100% recommended to a friend, 11, 5, 4
 Guidion Nederland ,www.guidion.com,4.0, 85% recommended to a friend, 10, 10, --
 Wepro ,www.wepro.nl,4.8, 100% recommended to a friend, 10, 8, 1
 Amerpoort ,www.amerpoort.nl,4.5, 100% recommended to a friend, 10, 6, 2
 Careyn ,www.careyn.nl,2.9, 34% recommended to a friend, 10, 4, 3
 Brandwise Group ,www.brandwisegroup.nl,3.5, 80% recommended to a friend, 10, 6, 2
 Middin ,www.middin.nl,3.2, 80% recommended to a friend, 10, 2, 2
 A-Mac ,www.a-mac.nl,3.2, 59% recommended to a friend, 10, 10, 1
 InWork ,www.inwork.nl,3.5, 76% recommended to a friend, 10, 8, 2
 Quby ,www.quby.com,4.4, 90% recommended to a friend, 10, 4, 6
 Hollister Co. ,www.hollisterco.com,3.3, 57% recommended to a friend, 3.4k, 3.2k, 1.5k
 Halliburton ,www.halliburton.com,3.4, 66% recommended to a friend, 2.7k, 3.0k, 825
 HP Inc. ,www.hp.com,4.1, 83% recommended to a friend, 1.6k, 960, 215
 Allianz ,www.allianz.com,3.6, 71% recommended to a friend, 1.2k, 1.5k, 328
 United Nations ,www.un.org,3.9, 80% recommended to a friend, 1.1k, 512, 311
 Dimension Data ,www.dimensiondata.com,3.5, 68% recommended to a friend, 1.1k, 885, 188
 TOTAL ,www.total.com,3.7, 71% recommended to a friend, 1.0k, 1.1k, 183
 Daimler ,www.daimler.com,4.2, 87% recommended to a friend, 882, 1.5k, 229
 Netflix ,www.netflix.com,3.7, 72% recommended to a friend, 819, 877, 563
 BearingPoint ,www.bearingpoint.com,3.7, 76% recommended to a friend, 733, 2.3k, 139
 Forrester ,www.forrester.com,4.1, 82% recommended to a friend, 687, 824, 221
 Mazars ,www.mazars.com,3.6, 69% recommended to a friend, 540, 634, 252
 Blackboard ,www.blackboard.com,3.0, 45% recommended to a friend, 512, 829, 109
 Coca-Cola Enterprises ,www.cokecce.com,3.4, 73% recommended to a friend, 460, 552, 94
 Prometric ,www.prometric.com,3.7, 75% recommended to a friend, 455, 331, 67
 Sungevity ,www.sungevity.com,2.8, 26% recommended to a friend, 362, 295, 100
 Crocs ,www.crocs.com,3.2, 52% recommended to a friend, 360, 380, 75
 Sensata Technologies ,www.sensata.com,3.2, 55% recommended to a friend, 282, 440, 140
 Sia Partners ,www.sia-partners.com,3.9, 82% recommended to a friend, 230, 247, 67
 App Annie ,www.appannie.com,3.2, 62% recommended to a friend, 187, 130, 90
